3.637688388059701538e+03 3.328214881026960281e+00
3.657705164179104031e+03 3.961093286345736875e+00
3.677721940298507434e+03 4.026876186518768108e+00
3.697738716417909927e+03 3.923453778700471961e+00
3.717755492537313330e+03 3.029075359900781361e+00
3.737772268656715823e+03 2.712031002932495660e+00
3.757789044776119226e+03 2.678340610384111198e+00
3.777805820895522629e+03 2.413833163368071855e+00
3.797822597014925122e+03 2.288895809973022111e+00
3.817839373134328525e+03 2.602962470718659826e+00
3.837856149253731019e+03 3.102577075148964525e+00
3.857872925373134422e+03 4.217198951343413604e+00
3.877889701492536915e+03 4.928694880900081898e+00
3.897906477611940318e+03 5.424847070914371017e+00
3.917923253731342811e+03 5.560445250832249720e+00
3.937940029850746214e+03 5.952918300897196424e+00
3.957956805970148707e+03 6.050270331995286632e+00
3.977973582089552110e+03 5.170732814608872019e+00
3.997990358208955058e+03 4.264390083756132377e+00
4.018007134328358006e+03 3.811657343688791055e+00
4.038023910447760954e+03 3.829606785499611199e+00
4.058040686567163903e+03 4.127753080389075180e+00
4.078057462686567305e+03 4.012011495255511484e+00
4.098074238805969799e+03 3.970847124838031039e+00
4.118091014925372292e+03 3.940384221937096587e+00
4.138107791044776604e+03 4.017005381264066699e+00
4.158124567164179098e+03 4.417521383110159405e+00
4.178141343283581591e+03 4.758203929766019691e+00
4.198158119402984994e+03 4.620805651199564323e+00
4.218174895522388397e+03 4.468503031619882826e+00
4.238191671641790890e+03 4.357066418089168280e+00
4.258208447761193383e+03 4.073115724932239168e+00
4.278225223880596786e+03 4.153517487918721329e+00
4.298242000000000189e+03 4.263910321781511747e+00
4.318258776119402683e+03 4.003694960199581487e+00
4.338275552238805176e+03 3.408510580932277545e+00
4.358292328358209488e+03 2.924458503364677942e+00
4.378309104477611982e+03 2.634353177768861354e+00
4.398325880597014475e+03 2.359438662629793182e+00
4.418342656716416968e+03 2.363628649957733252e+00
4.438359432835821281e+03 2.658254047049979807e+00
4.458376208955223774e+03 2.930465440484932405e+00
4.478392985074626267e+03 3.323989208924048366e+00
4.498409761194029670e+03 3.699595255352320144e+00
4.518426537313433073e+03 4.359747732430800937e+00
4.538443313432835566e+03 5.181373816256714449e+00
4.558460089552238060e+03 5.879688186436297315e+00
4.578476865671641463e+03 6.308588453041216404e+00
4.598493641791044865e+03 6.735247517529154848e+00
4.618510417910447359e+03 6.777074038771111475e+00
4.638527194029849852e+03 6.240751695819807487e+00
4.658543970149254164e+03 5.158237195906243855e+00
4.678560746268656658e+03 4.373212787520163403e+00
4.698577522388059151e+03 4.049698582600738561e+00
4.718594298507461644e+03 3.746865687264976597e+00
4.738611074626865957e+03 3.137646287752509533e+00
4.758627850746268450e+03 2.639769333614582880e+00
4.778644626865670944e+03 2.811880968278614112e+00
4.798661402985074346e+03 3.119245830035795919e+00
